category_codes,category_codes_des,block_codes,block_codes_des,chapter_codes,chapter_codes_des
270,Disorders of amino-acid transport and metabolism,270-279,Other Metabolic Disorders And Immunity Disorders,240-279,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders"
271,Disorders of carbohydrate transport and metabolism,270-279,Other Metabolic Disorders And Immunity Disorders,240-279,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders"
272,Disorders of lipoid metabolism,270-279,Other Metabolic Disorders And Immunity Disorders,240-279,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders"
273,Disorders of plasma protein metabolism,270-279,Other Metabolic Disorders And Immunity Disorders,240-279,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders"
274,Gout,270-279,Other Metabolic Disorders And Immunity Disorders,240-279,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders"
275,Disorders of mineral metabolism,270-279,Other Metabolic Disorders And Immunity Disorders,240-279,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders"
276,Disorders of fluid electrolyte and acid-base balance,270-279,Other Metabolic Disorders And Immunity Disorders,240-279,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders"
277,Other and unspecified disorders of metabolism,270-279,Other Metabolic Disorders And Immunity Disorders,240-279,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders"
278,"Overweight, obesity and other hyperalimentation",270-279,Other Metabolic Disorders And Immunity Disorders,240-279,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders"
279,Disorders involving the immune mechanism,270-279,Other Metabolic Disorders And Immunity Disorders,240-279,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders"
280,Iron deficiency anemias,280,Iron deficiency anemias,280-289,Diseases Of The Blood And Blood-Forming Organs
281,Other deficiency anemias,281,Other deficiency anemias,280-289,Diseases Of The Blood And Blood-Forming Organs
282,Hereditary hemolytic anemias,282,Hereditary hemolytic anemias,280-289,Diseases Of The Blood And Blood-Forming Organs
283,Acquired hemolytic anemias,283,Acquired hemolytic anemias,280-289,Diseases Of The Blood And Blood-Forming Organs
284,Aplastic anemia and other bone marrow failure syndromes,284,Aplastic anemia and other bone marrow failure syndromes,280-289,Diseases Of The Blood And Blood-Forming Organs
285,Other and unspecified anemias,285,Other and unspecified anemias,280-289,Diseases Of The Blood And Blood-Forming Organs
286,Coagulation defects,286,Coagulation defects,280-289,Diseases Of The Blood And Blood-Forming Organs
287,Purpura and other hemorrhagic conditions,287,Purpura and other hemorrhagic conditions,280-289,Diseases Of The Blood And Blood-Forming Organs
288,Diseases of white blood cells,288,Diseases of white blood cells,280-289,Diseases Of The Blood And Blood-Forming Organs
289,Other diseases of blood and blood-forming organs,289,Other diseases of blood and blood-forming organs,280-289,Diseases Of The Blood And Blood-Forming Organs
290,Dementias,290-294,Organic Psychotic Conditions,290-319,Mental Disorders
291,Alcohol-induced mental disorders,290-294,Organic Psychotic Conditions,290-319,Mental Disorders
292,Drug-induced mental disorders,290-294,Organic Psychotic Conditions,290-319,Mental Disorders
293,Transient mental disorders due to conditions classified elsewhere,290-294,Organic Psychotic Conditions,290-319,Mental Disorders
294,Persistent mental disorders due to conditions classified elsewhere,290-294,Organic Psychotic Conditions,290-319,Mental Disorders
295,Schizophrenic disorders,295-299,Other Psychoses,290-319,Mental Disorders
296,Episodic mood disorders,295-299,Other Psychoses,290-319,Mental Disorders
297,Delusional disorders,295-299,Other Psychoses,290-319,Mental Disorders
298,Other nonorganic psychoses,295-299,Other Psychoses,290-319,Mental Disorders
299,Pervasive developmental disorders,295-299,Other Psychoses,290-319,Mental Disorders
300,"Anxiety, dissociative and somatoform disorders",300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
301,Personality disorders,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
302,Sexual and gender identity disorders,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
303,Alcohol dependence syndrome,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
304,Drug dependence,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
305,Nondependent abuse of drugs,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
306,Physiological malfunction arising from mental factors,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
307,Special symptoms or syndromes not elsewhere classified,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
308,Acute reaction to stress,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
309,Adjustment reaction,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
310,Specific nonpsychotic mental disorders due to brain damage,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
311,"Depressive disorder, not elsewhere classified",300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
312,Disturbance of conduct not elsewhere classified,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
313,Disturbance of emotions specific to childhood and adolescence,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
314,Hyperkinetic syndrome of childhood,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
315,Specific delays in development,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
316,Psychic factors associated with diseases classified elsewhere,300-316,"Neurotic Disorders, Personality Disorders, And Other Nonpsychotic Mental Disorders",290-319,Mental Disorders
317,Mild intellectual disabilities,317-319,Intellectual Disabilities,290-319,Mental Disorders
318,Other specified intellectual disabilities,317-319,Intellectual Disabilities,290-319,Mental Disorders
319,Unspecified intellectual disabilities,317-319,Intellectual Disabilities,290-319,Mental Disorders
320,Bacterial meningitis,320-327,Inflammatory Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
321,Meningitis due to other organisms,320-327,Inflammatory Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
322,Meningitis of unspecified cause,320-327,Inflammatory Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
323,Encephalitis myelitis and encephalomyelitis,320-327,Inflammatory Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
324,Intracranial and intraspinal abscess,320-327,Inflammatory Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
325,Phlebitis and thrombophlebitis of intracranial venous sinuses,320-327,Inflammatory Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
326,Late effects of intracranial abscess or pyogenic infection,320-327,Inflammatory Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
327,Organic sleep disorders,320-327,Inflammatory Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
330,Cerebral degenerations usually manifest in childhood,330-337,Hereditary And Degenerative Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
331,Other cerebral degenerations,330-337,Hereditary And Degenerative Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
332,Parkinson's disease,330-337,Hereditary And Degenerative Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
333,Other extrapyramidal disease and abnormal movement disorders,330-337,Hereditary And Degenerative Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
334,Spinocerebellar disease,330-337,Hereditary And Degenerative Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
335,Anterior horn cell disease,330-337,Hereditary And Degenerative Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
336,Other diseases of spinal cord,330-337,Hereditary And Degenerative Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
337,Disorders of the autonomic nervous system,330-337,Hereditary And Degenerative Diseases Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
338,"Pain, not elsewhere classified",338-338,Pain,320-389,Diseases Of The Nervous System And Sense Organs
339,Other headache syndromes,339-339,Other Headache Syndromes,320-389,Diseases Of The Nervous System And Sense Organs
340,Multiple sclerosis,340-349,Other Disorders Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
341,Other demyelinating diseases of central nervous system,340-349,Other Disorders Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
342,Hemiplegia and hemiparesis,340-349,Other Disorders Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
343,Infantile cerebral palsy,340-349,Other Disorders Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
344,Other paralytic syndromes,340-349,Other Disorders Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
345,Epilepsy and recurrent seizures,340-349,Other Disorders Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
346,Migraine,340-349,Other Disorders Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
347,Cataplexy and narcolepsy,340-349,Other Disorders Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
348,Other conditions of brain,340-349,Other Disorders Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
349,Other and unspecified disorders of the nervous system,340-349,Other Disorders Of The Central Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
350,Trigeminal nerve disorders,350-359,Disorders Of The Peripheral Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
351,Facial nerve disorders,350-359,Disorders Of The Peripheral Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
352,Disorders of other cranial nerves,350-359,Disorders Of The Peripheral Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
353,Nerve root and plexus disorders,350-359,Disorders Of The Peripheral Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
354,Mononeuritis of upper limb and mononeuritis multiplex,350-359,Disorders Of The Peripheral Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
355,Mononeuritis of lower limb and unspecified site,350-359,Disorders Of The Peripheral Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
356,Hereditary and idiopathic peripheral neuropathy,350-359,Disorders Of The Peripheral Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
357,Inflammatory and toxic neuropathy,350-359,Disorders Of The Peripheral Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
358,Myoneural disorders,350-359,Disorders Of The Peripheral Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
359,Muscular dystrophies and other myopathies,350-359,Disorders Of The Peripheral Nervous System,320-389,Diseases Of The Nervous System And Sense Organs
360,Disorders of the globe,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
361,Retinal detachments and defects,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
362,Other retinal disorders,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
363,Chorioretinal inflammations scars and other disorders of choroid,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
364,Disorders of iris and ciliary body,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
365,Glaucoma,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
366,Cataract,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
367,Disorders of refraction and accommodation,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
368,Visual disturbances,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
369,Blindness and low vision,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
370,Keratitis,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
371,Corneal opacity and other disorders of cornea,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
372,Disorders of conjunctiva,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
373,Inflammation of eyelids,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
374,Other disorders of eyelids,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
375,Disorders of lacrimal system,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
376,Disorders of the orbit,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
377,Disorders of optic nerve and visual pathways,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
378,Strabismus and other disorders of binocular eye movements,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
379,Other disorders of eye,360-379,Disorders Of The Eye And Adnexa,320-389,Diseases Of The Nervous System And Sense Organs
380,Disorders of external ear,380-389,Diseases Of The Ear And Mastoid Process,320-389,Diseases Of The Nervous System And Sense Organs
381,Nonsuppurative otitis media and eustachian tube disorders,380-389,Diseases Of The Ear And Mastoid Process,320-389,Diseases Of The Nervous System And Sense Organs
382,Suppurative and unspecified otitis media,380-389,Diseases Of The Ear And Mastoid Process,320-389,Diseases Of The Nervous System And Sense Organs
383,Mastoiditis and related conditions,380-389,Diseases Of The Ear And Mastoid Process,320-389,Diseases Of The Nervous System And Sense Organs
